source,dest,payment,installments,partners,date,source_name,dest_name
12,0,8106.5,6581,62,2019-04-03,Node 12,Node 0
72,91,2980.14,1016,14,2019-04-04,Node 72,Node 91
40,28,2604.87,1704,83,2019-04-05,Node 40,Node 28
99,43,5451.22,0,53,2019-04-06,Node 99,Node 43
19,71,9093.85,3266,78,2019-04-07,Node 19,Node 71
21,36,4311.76,3428,39,2019-04-08,Node 21,Node 36
16,23,308.06,8064,66,2019-04-09,Node 16,Node 23
88,42,6880.42,3330,6,2019-04-10,Node 88,Node 42
65,59,1604.58,1154,52,2019-04-11,Node 65,Node 59
21,83,8818.24,0,84,2019-04-12,Node 21,Node 83
71,89,6869.02,2196,97,2019-04-13,Node 71,Node 89
60,81,9067.29,0,28,2019-04-14,Node 60,Node 81
35,27,814.05,1942,47,2019-04-15,Node 35,Node 27
14,95,3787.04,5189,11,2019-04-16,Node 14,Node 95
12,97,5222.32,6277,12,2019-04-17,Node 12,Node 97
75,6,9244.77,1041,59,2019-04-18,Node 75,Node 6
45,40,4570.48,1577,57,2019-04-19,Node 45,Node 40
84,5,2739.47,2517,94,2019-04-20,Node 84,Node 5
22,53,2609.19,992,7,2019-04-21,Node 22,Node 53
30,74,9907.23,3127,8,2019-04-22,Node 30,Node 74
36,93,4897.73,3160,10,2019-04-23,Node 36,Node 93
3,59,4048.37,417,70,2019-04-24,Node 3,Node 59
85,28,6796.4,1979,39,2019-04-25,Node 85,Node 28
45,75,577.83,10139,99,2019-04-26,Node 45,Node 75
86,95,9096.08,1432,59,2019-04-27,Node 86,Node 95
22,67,697.57,284,47,2019-04-28,Node 22,Node 67
51,6,9084.32,8008,83,2019-04-29,Node 51,Node 6
64,77,4007.22,11496,45,2019-04-30,Node 64,Node 77
5,75,6527.16,451,58,2019-05-01,Node 5,Node 75
86,87,8476.93,8215,62,2019-05-02,Node 86,Node 87
82,5,8203.88,2527,48,2019-05-03,Node 82,Node 5
95,65,1750.85,5398,55,2019-05-04,Node 95,Node 65
38,79,4118.53,0,45,2019-05-05,Node 38,Node 79
71,68,3326.08,5448,45,2019-05-06,Node 71,Node 68
14,35,9198.74,321,98,2019-05-07,Node 14,Node 35
13,57,9688.63,519,73,2019-05-08,Node 13,Node 57
46,16,5646.36,4895,22,2019-05-09,Node 46,Node 16
96,9,1732.62,312,94,2019-05-10,Node 96,Node 9
83,59,1428.1,8162,39,2019-05-11,Node 83,Node 59
91,59,4285.53,13726,91,2019-05-12,Node 91,Node 59
44,41,7219.97,0,62,2019-05-13,Node 44,Node 41
50,77,3505.64,7008,82,2019-05-14,Node 50,Node 77
87,46,2813.12,5271,61,2019-05-15,Node 87,Node 46
16,27,2416.33,854,98,2018-01-01,Node 16,Node 27
58,56,4601.57,6846,45,2018-01-02,Node 58,Node 56
38,16,5056.41,1535,5,2018-01-03,Node 38,Node 16
63,88,7050.64,7229,32,2018-01-04,Node 63,Node 88
4,85,2556.31,0,22,2018-01-05,Node 4,Node 85
41,45,2559.38,1234,11,2018-01-06,Node 41,Node 45
52,3,7927.01,1033,57,2018-01-07,Node 52,Node 3
10,84,8950.57,4454,86,2018-01-08,Node 10,Node 84
19,38,7424.03,259,5,2018-01-09,Node 19,Node 38
75,91,4570.45,4917,78,2018-01-10,Node 75,Node 91
54,7,7645.25,60,39,2018-01-11,Node 54,Node 7
93,46,427.31,11469,73,2018-01-12,Node 93,Node 46
48,50,2200.33,2206,7,2018-01-13,Node 48,Node 50
31,58,8616.45,8515,78,2018-01-14,Node 31,Node 58
28,81,1769.58,177,35,2018-01-15,Node 28,Node 81
35,49,1627.8,0,54,2018-01-16,Node 35,Node 49
24,70,1702.59,269,2,2018-01-17,Node 24,Node 70
29,17,8253.99,1611,96,2018-01-18,Node 29,Node 17
0,10,6936.01,4629,7,2018-01-19,Node 0,Node 10
84,21,3895.54,79,72,2018-01-20,Node 84,Node 21
9,68,2882.07,6400,44,2018-01-21,Node 9,Node 68
98,66,7929.57,835,38,2018-01-22,Node 98,Node 66
14,60,8525.54,857,86,2018-01-23,Node 14,Node 60
73,25,1364.27,3074,53,2018-01-24,Node 73,Node 25
83,94,5406.02,9423,77,2018-01-25,Node 83,Node 94
85,32,2831.62,1723,25,2018-01-26,Node 85,Node 32
32,13,4985.89,2226,2,2018-01-27,Node 32,Node 13
53,94,4551.81,5411,47,2018-01-28,Node 53,Node 94
99,30,5159.54,682,89,2018-01-29,Node 99,Node 30
92,23,7062.36,0,84,2018-01-30,Node 92,Node 23
33,28,5386.24,1903,16,2018-02-01,Node 33,Node 28
64,15,6075.26,2648,27,2018-02-02,Node 64,Node 15
32,99,6253.88,130,21,2018-02-03,Node 32,Node 99
73,29,3347.81,2710,67,2018-02-04,Node 73,Node 29
74,86,1965.75,2815,98,2018-02-05,Node 74,Node 86
85,13,9545.83,935,41,2018-02-06,Node 85,Node 13
95,42,6200.3,1290,66,2018-02-07,Node 95,Node 42
99,18,3478.75,3283,3,2018-02-08,Node 99,Node 18
11,68,3097.55,11206,26,2018-02-09,Node 11,Node 68
45,2,8881.48,0,73,2018-02-10,Node 45,Node 2
28,59,1856.74,0,85,2018-02-11,Node 28,Node 59
33,42,1167.69,2473,10,2018-02-12,Node 33,Node 42
62,19,3970.17,763,61,2018-02-13,Node 62,Node 19
57,6,9677.95,4257,51,2018-02-14,Node 57,Node 6
17,41,5393.33,3082,41,2018-02-15,Node 17,Node 41
17,1,9901.43,761,79,2018-02-16,Node 17,Node 1
98,14,6054.66,932,92,2018-02-17,Node 98,Node 14
10,15,8487.21,6095,95,2018-02-18,Node 10,Node 15
29,75,5218.31,5110,24,2018-02-19,Node 29,Node 75
20,46,7005.96,974,62,2018-02-20,Node 20,Node 46
87,84,4039.17,1951,7,2018-02-21,Node 87,Node 84
89,79,5034.94,10066,72,2018-02-22,Node 89,Node 79
25,50,5822.87,2633,99,2018-02-23,Node 25,Node 50
0,20,8572.51,248,92,2018-02-24,Node 0,Node 20
37,10,4921.91,319,37,2018-02-25,Node 37,Node 10
58,44,7188.83,335,39,2018-02-26,Node 58,Node 44
21,97,9169.32,7945,53,2018-02-27,Node 21,Node 97
4,9,8201.93,5266,70,2018-02-28,Node 4,Node 9
46,62,7701.22,4118,73,2018-03-01,Node 46,Node 62
49,97,5205.51,216,91,2018-03-02,Node 49,Node 97
75,95,6881.21,601,44,2018-03-03,Node 75,Node 95
16,11,9069.85,822,26,2018-03-04,Node 16,Node 11
16,98,5774.57,1560,90,2018-03-05,Node 16,Node 98
58,68,9919.63,5706,99,2018-03-06,Node 58,Node 68
58,68,9691.01,1945,29,2018-03-07,Node 58,Node 68
38,28,3170.31,2437,95,2018-03-08,Node 38,Node 28
69,67,2404.81,11367,29,2018-03-09,Node 69,Node 67
62,39,2092.04,6215,15,2018-03-10,Node 62,Node 39
11,21,7690.45,6495,69,2018-03-11,Node 11,Node 21
71,27,6487.41,1525,50,2018-03-12,Node 71,Node 27
54,9,459.63,1143,58,2018-03-13,Node 54,Node 9
50,9,7127.67,1956,46,2018-03-14,Node 50,Node 9
73,47,2264.66,6127,99,2018-03-15,Node 73,Node 47
21,73,1513.85,1948,45,2018-03-16,Node 21,Node 73
41,52,3893.78,4436,95,2018-03-17,Node 41,Node 52
12,85,6973.58,3826,48,2018-03-18,Node 12,Node 85
73,89,636.46,123,15,2018-03-19,Node 73,Node 89
93,6,3578.69,0,45,2018-03-20,Node 93,Node 6
97,43,630.68,603,1,2018-03-21,Node 97,Node 43
25,49,2319.76,2910,72,2018-03-22,Node 25,Node 49
81,75,5896.95,883,72,2018-03-23,Node 81,Node 75
84,1,1305.97,4274,28,2018-03-24,Node 84,Node 1
23,59,6376.04,4791,84,2018-03-25,Node 23,Node 59
89,99,8834.11,2078,44,2018-03-26,Node 89,Node 99
0,42,70.66,2638,42,2018-03-27,Node 0,Node 42
75,96,8759.65,0,97,2018-03-28,Node 75,Node 96
3,70,8702.54,5999,77,2018-03-29,Node 3,Node 70
98,54,1797.66,209,35,2018-03-30,Node 98,Node 54
66,88,3845.41,3065,4,2018-03-31,Node 66,Node 88
0,38,9607.48,5028,46,2018-04-01,Node 0,Node 38
50,71,861.19,8085,3,2018-04-02,Node 50,Node 71
0,10,3786.8,1373,42,2018-04-03,Node 0,Node 10
10,30,5095.92,5477,70,2018-04-04,Node 10,Node 30
34,61,3474.36,987,52,2018-04-05,Node 34,Node 61
71,55,9559.9,2706,24,2018-04-06,Node 71,Node 55
65,2,7398.9,6978,69,2018-04-07,Node 65,Node 2
99,70,3815.26,1441,55,2018-04-08,Node 99,Node 70
50,2,9458.77,3463,16,2018-04-09,Node 50,Node 2
12,76,5823.31,694,74,2018-04-10,Node 12,Node 76
17,33,7569.68,5483,63,2018-04-11,Node 17,Node 33
90,16,6912.73,1893,27,2018-04-12,Node 90,Node 16
89,79,5596.49,6301,80,2018-04-13,Node 89,Node 79
67,2,3551.61,4651,23,2018-04-14,Node 67,Node 2
97,4,6391.44,3455,61,2018-04-15,Node 97,Node 4
98,19,478.28,3945,6,2018-04-16,Node 98,Node 19
31,65,9028.06,4929,23,2018-04-17,Node 31,Node 65
16,34,5963.64,4341,89,2018-04-18,Node 16,Node 34
56,78,2473.96,1426,26,2018-04-19,Node 56,Node 78
28,17,4464.49,2153,30,2018-04-20,Node 28,Node 17
33,71,9667.58,0,70,2018-04-21,Node 33,Node 71
54,96,5683.39,1288,82,2018-04-22,Node 54,Node 96
5,12,270.78,1941,8,2018-04-23,Node 5,Node 12
52,60,5528.91,5800,77,2018-04-24,Node 52,Node 60
22,43,4410.01,3889,70,2018-04-25,Node 22,Node 43
47,2,4791.7,193,85,2018-04-26,Node 47,Node 2
71,3,891.96,1257,29,2018-04-27,Node 71,Node 3
81,36,1610.13,7561,75,2018-04-28,Node 81,Node 36
47,42,3760.25,0,81,2018-04-29,Node 47,Node 42
2,71,521.36,2751,33,2018-04-30,Node 2,Node 71
37,29,3382.32,5238,51,2018-05-01,Node 37,Node 29
2,25,4087.99,2435,20,2018-05-02,Node 2,Node 25
5,85,4434.02,1681,19,2018-05-03,Node 5,Node 85
94,31,3109.99,1881,37,2018-05-04,Node 94,Node 31
54,76,454.11,4028,87,2018-05-05,Node 54,Node 76
57,66,7999.8,1800,13,2018-05-06,Node 57,Node 66
46,10,2767.02,155,88,2018-05-07,Node 46,Node 10
16,99,3262.67,6093,25,2018-05-08,Node 16,Node 99
20,67,3191.88,7216,87,2018-05-09,Node 20,Node 67
72,99,3378.46,2729,58,2018-05-10,Node 72,Node 99
68,74,8638.38,1680,80,2018-05-11,Node 68,Node 74
63,40,7692.03,6286,36,2018-05-12,Node 63,Node 40
90,76,1493.89,2754,30,2018-05-13,Node 90,Node 76
50,26,4635.56,7004,31,2018-05-14,Node 50,Node 26
17,92,503.16,10153,31,2018-05-15,Node 17,Node 92
73,38,7652.32,6359,1,2018-05-16,Node 73,Node 38
40,33,5875.87,1787,20,2018-05-17,Node 40,Node 33
88,10,9736.82,4331,61,2018-05-18,Node 88,Node 10
15,51,8746.06,12635,45,2018-05-19,Node 15,Node 51
50,89,7443.3,432,64,2018-05-20,Node 50,Node 89
39,65,3945.25,2908,95,2018-05-21,Node 39,Node 65
56,91,5699.61,3891,75,2018-05-22,Node 56,Node 91
71,99,7375.53,3051,34,2018-05-23,Node 71,Node 99
73,43,5859.09,1117,58,2018-05-24,Node 73,Node 43
68,14,9687.61,12443,97,2018-05-25,Node 68,Node 14
51,47,4254.59,5321,10,2018-05-26,Node 51,Node 47
99,44,3259.64,7533,94,2018-05-27,Node 99,Node 44
91,70,523.33,6583,48,2018-05-28,Node 91,Node 70
8,4,3157.32,5065,26,2018-05-29,Node 8,Node 4
67,60,2026.89,37,71,2018-05-30,Node 67,Node 60
37,96,2139.78,1967,41,2018-05-31,Node 37,Node 96
39,48,4193.51,9363,40,2018-06-01,Node 39,Node 48
45,37,7663.95,178,18,2018-06-02,Node 45,Node 37
95,0,4550.59,6406,79,2018-06-03,Node 95,Node 0
96,81,5183.0,9993,37,2018-06-04,Node 96,Node 81
9,74,997.9,1130,18,2018-06-05,Node 9,Node 74
94,45,9276.59,52,56,2018-06-06,Node 94,Node 45
54,84,5286.8,4522,64,2018-06-07,Node 54,Node 84
9,57,1620.06,780,8,2018-06-08,Node 9,Node 57
24,71,3189.96,3921,38,2018-06-09,Node 24,Node 71
75,13,8789.07,1412,96,2018-06-10,Node 75,Node 13
27,70,7188.7,9594,73,2018-06-11,Node 27,Node 70
77,13,3216.83,2513,98,2018-06-12,Node 77,Node 13
99,69,6484.98,910,99,2018-06-13,Node 99,Node 69
52,71,1790.75,3134,17,2018-06-14,Node 52,Node 71
65,73,7103.5,9501,92,2018-06-15,Node 65,Node 73
20,36,9044.97,698,51,2018-06-16,Node 20,Node 36
81,67,1742.29,2193,76,2018-06-17,Node 81,Node 67
0,68,6968.62,2432,20,2018-06-18,Node 0,Node 68
64,17,8402.28,5611,30,2018-06-19,Node 64,Node 17
21,56,8071.47,8386,12,2018-06-20,Node 21,Node 56
12,30,9535.83,3344,38,2018-06-21,Node 12,Node 30
35,39,9920.75,10284,24,2018-06-22,Node 35,Node 39
8,17,9671.85,940,69,2018-06-23,Node 8,Node 17
41,14,4379.06,368,93,2018-06-24,Node 41,Node 14
74,23,7155.45,8096,42,2018-06-25,Node 74,Node 23
35,6,9540.27,4260,94,2018-06-26,Node 35,Node 6
95,17,3419.48,2291,16,2018-06-27,Node 95,Node 17
79,62,1148.95,0,64,2018-06-28,Node 79,Node 62
25,56,6285.92,0,30,2018-06-29,Node 25,Node 56
89,30,1291.96,0,13,2018-06-30,Node 89,Node 30
38,21,6646.41,571,57,2018-07-01,Node 38,Node 21
84,28,3697.57,7765,97,2018-07-02,Node 84,Node 28
13,8,796.83,1726,81,2018-07-03,Node 13,Node 8
35,95,1671.03,732,28,2018-07-04,Node 35,Node 95
5,78,7493.92,12050,11,2018-07-05,Node 5,Node 78
46,84,6580.13,949,11,2018-07-06,Node 46,Node 84
30,97,4737.92,8742,54,2018-07-07,Node 30,Node 97
91,22,9018.07,3099,35,2018-07-08,Node 91,Node 22
3,43,6022.82,4081,26,2018-07-09,Node 3,Node 43
7,23,3952.88,1278,93,2018-07-10,Node 7,Node 23
60,2,6453.43,2173,8,2018-07-11,Node 60,Node 2
93,88,7197.39,1349,49,2018-07-12,Node 93,Node 88
96,32,9641.54,2008,70,2018-07-13,Node 96,Node 32
97,0,8607.27,924,85,2018-07-14,Node 97,Node 0
35,23,8118.95,3351,14,2018-07-15,Node 35,Node 23
13,89,4457.88,7583,12,2018-07-16,Node 13,Node 89
67,57,2214.22,2824,30,2018-07-17,Node 67,Node 57
26,14,7224.14,3965,87,2018-07-18,Node 26,Node 14
57,54,9164.24,7281,18,2018-07-19,Node 57,Node 54
93,25,1914.65,2379,23,2018-07-20,Node 93,Node 25
77,55,7985.84,1604,20,2018-07-21,Node 77,Node 55
24,89,6096.22,4665,33,2018-07-22,Node 24,Node 89
60,8,7432.18,2859,79,2018-07-23,Node 60,Node 8
49,31,9570.28,7465,59,2018-07-24,Node 49,Node 31
92,16,2081.7,8058,51,2018-07-25,Node 92,Node 16
83,78,429.03,1335,36,2018-07-26,Node 83,Node 78
16,43,6863.26,825,3,2018-07-27,Node 16,Node 43
49,27,7243.38,687,74,2018-07-28,Node 49,Node 27
91,49,6603.91,1467,65,2018-07-29,Node 91,Node 49
1,81,4165.74,3680,29,2018-07-30,Node 1,Node 81
63,65,2346.18,9262,73,2018-07-31,Node 63,Node 65
53,9,8429.3,7362,54,2018-08-01,Node 53,Node 9
51,8,9290.73,1684,77,2018-08-02,Node 51,Node 8
65,71,9424.53,4670,28,2018-08-03,Node 65,Node 71
3,80,8640.41,889,69,2018-08-04,Node 3,Node 80
19,67,6315.04,5703,38,2018-08-05,Node 19,Node 67
66,77,8115.1,8342,47,2018-08-06,Node 66,Node 77
88,76,5518.0,0,27,2018-08-07,Node 88,Node 76
94,47,8945.8,292,61,2018-08-08,Node 94,Node 47
72,24,1459.02,6027,29,2018-08-09,Node 72,Node 24
87,26,2680.77,2853,50,2018-08-10,Node 87,Node 26
22,95,3807.92,1481,15,2018-08-11,Node 22,Node 95
13,72,6074.49,1795,9,2018-08-12,Node 13,Node 72
65,90,7933.78,5887,52,2018-08-13,Node 65,Node 90
69,1,3783.89,2715,90,2018-08-14,Node 69,Node 1
76,45,3949.72,6721,76,2018-08-15,Node 76,Node 45
79,33,9742.25,2598,94,2018-08-16,Node 79,Node 33
23,74,8842.73,0,77,2018-08-17,Node 23,Node 74
39,74,1294.63,584,31,2018-08-18,Node 39,Node 74
73,37,1160.64,1559,64,2018-08-19,Node 73,Node 37
24,82,3076.1,303,68,2018-08-20,Node 24,Node 82
13,18,2020.97,649,10,2018-08-21,Node 13,Node 18
82,74,1713.55,0,99,2018-08-22,Node 82,Node 74
40,61,5657.1,888,47,2018-08-23,Node 40,Node 61
32,60,8494.24,6010,48,2018-08-24,Node 32,Node 60
17,19,3651.23,251,51,2018-08-25,Node 17,Node 19
27,11,7799.28,4095,94,2018-08-26,Node 27,Node 11
59,28,1691.2,4807,79,2018-08-27,Node 59,Node 28
39,2,1932.62,1034,23,2018-08-28,Node 39,Node 2
39,72,4142.5,0,32,2018-08-29,Node 39,Node 72
76,96,367.15,8977,41,2018-08-30,Node 76,Node 96
26,0,6920.77,4004,81,2018-08-31,Node 26,Node 0
87,32,6681.66,642,55,2018-09-01,Node 87,Node 32
40,53,6176.48,5275,86,2018-09-02,Node 40,Node 53
0,98,4143.02,1114,1,2018-09-03,Node 0,Node 98
3,82,8889.42,9030,38,2018-09-04,Node 3,Node 82
64,20,6465.85,10234,57,2018-09-05,Node 64,Node 20
39,20,5322.55,4622,41,2018-09-06,Node 39,Node 20
91,59,7538.35,68,96,2018-09-07,Node 91,Node 59
7,76,9460.5,2616,76,2018-09-08,Node 7,Node 76
85,89,9926.75,412,60,2018-09-09,Node 85,Node 89
86,98,6259.58,3100,99,2018-09-10,Node 86,Node 98
2,56,7601.05,682,50,2018-09-11,Node 2,Node 56
57,67,22.77,7164,78,2018-09-12,Node 57,Node 67
32,18,7401.2,5760,50,2018-09-13,Node 32,Node 18
88,98,5496.04,0,12,2018-09-14,Node 88,Node 98
3,42,2883.63,3772,95,2018-09-15,Node 3,Node 42
47,51,9260.6,377,84,2018-09-16,Node 47,Node 51
24,36,8896.49,456,80,2018-09-17,Node 24,Node 36
61,73,2267.61,853,86,2018-09-18,Node 61,Node 73
35,77,62.87,1027,46,2018-09-19,Node 35,Node 77
75,51,726.97,9602,86,2018-09-20,Node 75,Node 51
12,75,4570.56,3711,83,2018-09-21,Node 12,Node 75
56,28,8351.06,9908,80,2018-09-22,Node 56,Node 28
46,32,8789.14,126,40,2018-09-23,Node 46,Node 32
1,12,5611.04,10572,69,2018-09-24,Node 1,Node 12
80,99,3032.55,2376,89,2018-09-25,Node 80,Node 99
70,33,3777.96,2681,55,2018-09-26,Node 70,Node 33
72,15,1650.95,1519,53,2018-09-27,Node 72,Node 15
99,14,4466.04,3555,28,2018-09-28,Node 99,Node 14
30,14,7514.67,1896,88,2018-09-29,Node 30,Node 14
55,26,9387.31,1438,83,2018-09-30,Node 55,Node 26
98,62,3635.72,10745,12,2018-10-01,Node 98,Node 62
67,35,867.21,860,47,2018-10-02,Node 67,Node 35
66,36,2059.25,1355,11,2018-10-03,Node 66,Node 36
73,65,401.4,0,18,2018-10-04,Node 73,Node 65
40,43,8714.88,7765,22,2018-10-05,Node 40,Node 43
98,80,6698.55,1763,88,2018-10-06,Node 98,Node 80
20,26,8669.44,631,34,2018-10-07,Node 20,Node 26
16,12,5864.86,503,48,2018-10-09,Node 16,Node 12
55,50,3854.06,5894,86,2018-10-10,Node 55,Node 50
77,42,9046.99,256,81,2018-10-11,Node 77,Node 42
33,38,6325.0,408,35,2018-10-12,Node 33,Node 38
58,50,6581.42,4919,0,2018-10-13,Node 58,Node 50
12,40,6455.39,1976,98,2018-10-14,Node 12,Node 40
35,30,5624.55,4123,54,2018-10-15,Node 35,Node 30
23,31,9838.4,4178,71,2018-10-16,Node 23,Node 31
83,61,5937.89,2096,16,2018-10-17,Node 83,Node 61
45,87,9343.29,0,86,2018-10-19,Node 45,Node 87
68,7,5478.7,7914,1,2018-10-20,Node 68,Node 7
91,34,2353.11,7166,2,2018-10-21,Node 91,Node 34
92,27,482.74,4376,53,2018-10-22,Node 92,Node 27
0,20,2716.57,1504,21,2018-10-23,Node 0,Node 20
11,98,3684.85,4799,2,2018-10-24,Node 11,Node 98
51,41,1783.72,634,34,2018-10-25,Node 51,Node 41
29,53,2310.0,1140,33,2018-10-26,Node 29,Node 53
60,49,5522.78,6500,73,2018-10-27,Node 60,Node 49
92,38,6651.26,374,67,2018-10-28,Node 92,Node 38
2,77,1442.79,303,39,2018-10-29,Node 2,Node 77
11,97,1720.78,7342,87,2018-10-30,Node 11,Node 97
39,30,5958.1,2626,24,2018-10-31,Node 39,Node 30
70,75,7436.83,394,51,2018-11-01,Node 70,Node 75
13,57,9326.88,6022,15,2018-11-02,Node 13,Node 57
21,19,585.24,96,97,2018-11-03,Node 21,Node 19
27,87,6366.59,4870,94,2018-11-04,Node 27,Node 87
20,85,2796.4,2621,35,2018-11-05,Node 20,Node 85
68,11,2981.89,7626,18,2018-11-06,Node 68,Node 11
29,40,6841.2,1875,98,2018-11-07,Node 29,Node 40
82,7,3109.47,3350,86,2018-11-08,Node 82,Node 7
20,98,2921.97,250,74,2018-11-09,Node 20,Node 98
22,79,1548.41,1516,4,2018-11-10,Node 22,Node 79
53,59,2092.68,529,67,2018-11-11,Node 53,Node 59
8,78,9220.66,3390,64,2018-11-12,Node 8,Node 78
26,75,6697.69,11920,51,2018-11-13,Node 26,Node 75
86,27,4040.26,2232,16,2018-11-14,Node 86,Node 27
61,55,3253.64,4943,61,2018-11-15,Node 61,Node 55
18,52,5103.76,6314,15,2018-11-16,Node 18,Node 52
38,20,9649.75,4825,95,2018-11-17,Node 38,Node 20
83,52,6008.4,164,42,2018-11-18,Node 83,Node 52
28,89,1212.11,2603,90,2018-11-19,Node 28,Node 89
76,40,7051.74,1070,78,2018-11-20,Node 76,Node 40
82,42,8774.55,5847,41,2018-11-21,Node 82,Node 42
91,62,36.83,1200,87,2018-11-22,Node 91,Node 62
25,2,5873.15,677,26,2018-11-23,Node 25,Node 2
74,58,1777.79,10978,26,2018-11-25,Node 74,Node 58
18,89,3788.87,153,98,2018-11-26,Node 18,Node 89
62,7,9826.23,0,19,2018-11-27,Node 62,Node 7
34,88,1066.14,2137,20,2018-11-28,Node 34,Node 88
49,62,4747.15,8699,84,2018-11-29,Node 49,Node 62
21,45,495.75,2451,94,2018-11-30,Node 21,Node 45
38,47,3877.32,5406,41,2018-12-01,Node 38,Node 47
72,75,8061.34,4126,32,2018-12-02,Node 72,Node 75
70,99,6625.81,0,3,2018-12-03,Node 70,Node 99
17,24,7177.36,9306,28,2018-12-04,Node 17,Node 24
53,63,7307.73,1531,31,2018-12-05,Node 53,Node 63
86,24,1730.74,1308,97,2018-12-06,Node 86,Node 24
79,3,3513.62,5246,87,2018-12-07,Node 79,Node 3
57,38,1964.72,1445,39,2018-12-08,Node 57,Node 38
39,21,6373.31,219,10,2018-12-09,Node 39,Node 21
39,48,4343.49,1391,7,2018-12-10,Node 39,Node 48
18,81,9741.41,0,7,2018-12-11,Node 18,Node 81
34,5,1926.24,6092,59,2018-12-12,Node 34,Node 5
71,82,7497.18,2230,46,2018-12-13,Node 71,Node 82
98,91,7305.39,979,75,2018-12-14,Node 98,Node 91
69,44,8329.47,7575,19,2018-12-15,Node 69,Node 44
30,39,640.09,2888,95,2018-12-16,Node 30,Node 39
37,57,310.44,773,37,2018-12-17,Node 37,Node 57
17,12,2469.09,1332,41,2018-12-18,Node 17,Node 12
90,59,3191.08,1257,14,2018-12-19,Node 90,Node 59
55,26,9086.66,4334,64,2018-12-20,Node 55,Node 26
9,18,4379.43,2062,77,2018-12-21,Node 9,Node 18
40,4,4836.07,140,15,2018-12-22,Node 40,Node 4
11,72,2781.14,519,12,2018-12-23,Node 11,Node 72
62,19,6941.83,7074,45,2018-12-24,Node 62,Node 19
63,76,4484.51,8629,54,2018-12-25,Node 63,Node 76
81,54,9931.94,8128,69,2018-12-26,Node 81,Node 54
99,98,6158.74,3054,51,2018-12-27,Node 99,Node 98
47,30,3949.85,6757,59,2018-12-28,Node 47,Node 30
61,79,8493.18,11362,11,2018-12-29,Node 61,Node 79
31,73,3743.55,8238,32,2018-12-30,Node 31,Node 73
5,54,4167.88,9761,46,2018-12-31,Node 5,Node 54
21,85,4516.67,1804,7,2019-01-01,Node 21,Node 85
76,23,2532.27,132,35,2019-01-02,Node 76,Node 23
0,90,2772.47,5169,57,2019-01-03,Node 0,Node 90
8,90,4815.61,3878,10,2019-01-04,Node 8,Node 90
91,76,1205.45,5107,41,2019-01-05,Node 91,Node 76
0,51,7327.4,2785,37,2019-01-06,Node 0,Node 51
50,2,1548.94,904,45,2019-01-07,Node 50,Node 2
77,45,1398.87,3983,64,2019-01-08,Node 77,Node 45
38,3,281.77,1010,9,2019-01-09,Node 38,Node 3
79,27,5293.85,8654,1,2019-01-10,Node 79,Node 27
73,7,987.58,1351,15,2019-01-11,Node 73,Node 7
56,71,5379.67,4888,62,2019-01-12,Node 56,Node 71
62,29,1316.3,4800,10,2019-01-13,Node 62,Node 29
34,13,7341.32,1432,92,2019-01-14,Node 34,Node 13
78,56,5457.31,5724,20,2019-01-15,Node 78,Node 56
39,10,2843.84,1182,88,2019-01-16,Node 39,Node 10
96,65,856.24,521,15,2019-01-17,Node 96,Node 65
94,17,6071.8,174,36,2019-01-18,Node 94,Node 17
98,36,7839.92,2382,65,2019-01-19,Node 98,Node 36
32,23,8956.96,2890,12,2019-01-20,Node 32,Node 23
5,97,7203.02,248,86,2019-01-21,Node 5,Node 97
43,15,858.91,346,22,2019-01-22,Node 43,Node 15
87,74,1729.54,157,27,2019-01-23,Node 87,Node 74
56,98,4578.01,214,93,2019-01-24,Node 56,Node 98
20,39,4206.73,691,96,2019-01-25,Node 20,Node 39
78,62,6048.46,1524,71,2019-01-26,Node 78,Node 62
30,85,1205.74,0,91,2019-01-27,Node 30,Node 85
58,41,524.33,713,85,2019-01-28,Node 58,Node 41
78,85,204.36,6230,62,2019-01-29,Node 78,Node 85
13,22,3823.46,1127,15,2019-01-30,Node 13,Node 22
97,26,5001.41,2041,45,2019-01-31,Node 97,Node 26
6,84,4682.54,3511,81,2019-02-01,Node 6,Node 84
47,74,5650.29,1075,85,2019-02-02,Node 47,Node 74
56,74,6811.99,4349,89,2019-02-04,Node 56,Node 74
18,12,3500.5,3298,67,2019-02-05,Node 18,Node 12
16,90,6770.93,642,4,2019-02-06,Node 16,Node 90
48,82,8654.67,4131,6,2019-02-07,Node 48,Node 82
46,3,6798.39,553,7,2019-02-08,Node 46,Node 3
42,94,5943.78,7534,93,2019-02-09,Node 42,Node 94
74,69,8122.19,3842,33,2019-02-10,Node 74,Node 69
40,72,1179.15,4037,22,2019-02-11,Node 40,Node 72
79,38,4489.05,8323,79,2019-02-13,Node 79,Node 38
46,12,5228.33,1582,77,2019-02-15,Node 46,Node 12
28,24,1717.09,7728,12,2019-02-16,Node 28,Node 24
20,60,175.12,6637,60,2019-02-17,Node 20,Node 60
51,69,7540.48,9085,32,2019-02-18,Node 51,Node 69
25,81,4970.79,1765,43,2019-02-19,Node 25,Node 81
66,81,3813.13,4231,82,2019-02-20,Node 66,Node 81
47,35,4466.92,8380,38,2019-02-21,Node 47,Node 35
36,43,4376.3,5436,43,2019-02-22,Node 36,Node 43
57,86,4101.63,127,81,2019-02-23,Node 57,Node 86
52,45,1452.13,3311,47,2019-02-24,Node 52,Node 45
